txtAuthor,txtBody_Clean,gd_counts,gd_average,liwc_counts,liwc_averge
ordinaryotaku,"SaintElliotreeeee said:                                    Women literally think choosing a man is like the Create-A-Wrestler option in wwe video games where you can make each individual feature exactly how you want.            Click to expand...      This is extremely fucking accurate, lmao.","Counter({'planning': 2, 'relationship': 1, 'surveillance': 1, 'deadline': 1})",5,"Counter({'Function': 13, 'CogProc': 9, 'Verb': 6, 'Social': 6, 'FocusPresent': 6, 'Auxverb': 3, 'Prep': 3, 'Relativ': 3, 'Space': 3, 'Adverb': 3, 'Certain': 3, 'Percept': 2, 'Insight': 2, 'Article': 2, 'Leisure': 2, 'Interrog': 2, 'Pronoun': 2, 'Ppron': 2, 'You': 2, 'Cause': 2, 'Affect': 2, 'Informal': 2, 'Swear': 2, 'Hear': 1, 'FocusPast': 1, 'Male': 1, 'Compare': 1, 'Tentat': 1, 'See': 1, 'Drives': 1, 'Affiliation': 1, 'Quant': 1, 'Conj': 1, 'Discrep': 1, 'Adj': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Sexual': 1, 'Posemo': 1, 'Netspeak': 1})",100
Sparrow's Song,"SaintElliotreeeee said:                                    they want the good things (dark skin tone) of a Mediterranean man with none of the bad. (big nose, short, brown bug eyes etc)    Women literally think choosing a man is like the Create-A-Wrestler option in wwe video games where you can make each individual feature exactly how you want.            Click to expand...","Counter({'planning': 3, 'honour': 1, 'suicide': 1, 'violence': 1, 'relationship': 1, 'surveillance': 1, 'deadline': 1})",9,"Counter({'Function': 20, 'Social': 8, 'CogProc': 8, 'Verb': 7, 'Percept': 7, 'FocusPresent': 6, 'Prep': 6, 'Article': 5, 'Relativ': 5, 'Space': 5, 'Pronoun': 4, 'Drives': 4, 'See': 4, 'Ppron': 3, 'Bio': 3, 'Body': 3, 'Adj': 3, 'Discrep': 2, 'Affect': 2, 'Male': 2, 'Quant': 2, 'Insight': 2, 'Auxverb': 2, 'Leisure': 2, 'Adverb': 2, 'Interrog': 2, 'You': 2, 'Cause': 2, 'Hear': 1, 'FocusPast': 1, 'They': 1, 'Posemo': 1, 'Reward': 1, 'Ipron': 1, 'Feel': 1, 'Negate': 1, 'Negemo': 1, 'Risk': 1, 'Power': 1, 'Compare': 1, 'Tentat': 1, 'Affiliation': 1, 'Certain': 1, 'Conj': 1})",139
Hate_my_life,ReallyRice said:                                    BBCspammers will take the headline out of context.            Click to expand...,"Counter({'suicide': 1, 'planning': 1})",2,"Counter({'Function': 5, 'Verb': 3, 'Prep': 3, 'Relativ': 2, 'Space': 2, 'Social': 1, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Auxverb': 1, 'FocusFuture': 1, 'Drives': 1, 'Reward': 1, 'FocusPresent': 1, 'Article': 1})",25
AsiaCel,"SaintElliotreeeee said:                                    they want the good things (dark skin tone) of a Mediterranean man with none of the bad. (big nose, short, brown bug eyes etc)    Women literally think choosing a man is like the Create-A-Wrestler option in wwe video games where you can make each individual feature exactly how you want.            Click to expand...      too high iq tbh    You need to be PERFECT with all the positive features of all races and none of the negative features","Counter({'planning': 3, 'honour': 1, 'suicide': 1, 'violence': 1, 'relationship': 1, 'surveillance': 1, 'deadline': 1, 'help': 1})",10,"Counter({'Function': 31, 'CogProc': 12, 'Prep': 10, 'Verb': 9, 'Social': 8, 'FocusPresent': 8, 'Percept': 7, 'Article': 7, 'Drives': 6, 'Relativ': 6, 'Space': 6, 'Quant': 5, 'Adj': 5, 'Pronoun': 4, 'See': 4, 'Certain': 4, 'Ppron': 3, 'Discrep': 3, 'Affect': 3, 'Bio': 3, 'Body': 3, 'Negate': 3, 'Auxverb': 3, 'Adverb': 3, 'Posemo': 2, 'Reward': 2, 'Male': 2, 'Power': 2, 'Insight': 2, 'Leisure': 2, 'Interrog': 2, 'You': 2, 'Cause': 2, 'Conj': 2, 'Hear': 1, 'FocusPast': 1, 'They': 1, 'Ipron': 1, 'Feel': 1, 'Negemo': 1, 'Risk': 1, 'Compare': 1, 'Tentat': 1, 'Affiliation': 1, 'Informal': 1, 'Netspeak': 1})",188
SaintElliotreeeee,"ordinaryotaku said:                                    This is extremely fucking accurate, lmao.            Click to expand...      I want him to have blue eyes  oh so like a Swede?  No he needs to be darker! I also want him to be 6'3  oh, so you like tall skinny guys?  No he needs to be stacked with muscle!","Counter({'planning': 2, 'relationship': 2, 'loneliness': 1})",5,"Counter({'Function': 23, 'Verb': 11, 'FocusPresent': 9, 'Prep': 8, 'Social': 7, 'CogProc': 6, 'Auxverb': 5, 'Adj': 5, 'Pronoun': 5, 'Ppron': 5, 'Male': 5, 'Percept': 4, 'Adverb': 4, 'Informal': 4, 'Discrep': 4, 'SheHe': 4, 'Bio': 3, 'See': 3, 'Conj': 3, 'Compare': 3, 'Certain': 2, 'Affect': 2, 'Swear': 2, 'Relativ': 2, 'Space': 2, 'Body': 2, 'Nonflu': 2, 'Hear': 1, 'FocusPast': 1, 'Negemo': 1, 'Anger': 1, 'Sexual': 1, 'Posemo': 1, 'Netspeak': 1, 'Article': 1, 'You': 1, 'Friend': 1, 'Health': 1})",146
StoicNihilist,This doesn't mean they like ethnics. It means they like white Chad with a slight tan rather than that Hitler Youth looking guy on the right.,Counter({'relationship': 2}),2,"Counter({'Function': 11, 'Prep': 5, 'Adj': 4, 'CogProc': 4, 'Verb': 3, 'Pronoun': 3, 'Social': 3, 'Compare': 3, 'Insight': 2, 'FocusPresent': 2, 'Ppron': 2, 'They': 2, 'Percept': 2, 'See': 2, 'Article': 2, 'Differ': 2, 'Relativ': 2, 'Space': 2, 'Adverb': 1, 'Discrep': 1, 'Ipron': 1, 'Friend': 1, 'Male': 1})",61
PowerLevelCel,It's over for blondecels,Counter(),0,"Counter({'Function': 2, 'Prep': 2, 'Drives': 1, 'Power': 1, 'Relativ': 1, 'Space': 1})",8
Bourbon,Napoleon de Geso said:                                    Femoids prefer a lot of things who are not me            Click to expand...,Counter(),0,"Counter({'Function': 8, 'CogProc': 3, 'Pronoun': 3, 'Verb': 2, 'Social': 2, 'Prep': 2, 'Ipron': 2, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Insight': 1, 'Discrep': 1, 'Article': 1, 'Quant': 1, 'Tentat': 1, 'Interrog': 1, 'Auxverb': 1, 'FocusPresent': 1, 'Negate': 1, 'Differ': 1, 'Ppron': 1, 'I': 1, 'Relativ': 1, 'Space': 1})",39
IncelDisciple,MUH JBW,Counter(),0,Counter(),0
Honeypot,"IncelDisciple said:                                    MUH JBW            Click to expand...      White with darker features, there is no ethnic reference in that survey",Counter({'surveillance': 1}),1,"Counter({'Function': 7, 'Prep': 3, 'Verb': 2, 'Percept': 2, 'Relativ': 2, 'Space': 2, 'Social': 1, 'Hear': 1, 'FocusPast': 1, 'Adj': 1, 'Compare': 1, 'See': 1, 'Adverb': 1, 'Auxverb': 1, 'FocusPresent': 1, 'Negate': 1, 'CogProc': 1, 'Insight': 1, 'Pronoun': 1, 'Ipron': 1})",32
Einon,This post was made by mediterranean gang.,Counter({'violence': 1}),1,"Counter({'FocusPast': 3, 'Function': 2, 'Verb': 2, 'Relativ': 1, 'Auxverb': 1, 'CogProc': 1, 'Cause': 1, 'Prep': 1, 'Social': 1, 'Friend': 1, 'Drives': 1, 'Affiliation': 1})",16
Ethnic Natsoc,"Cybersex is our hope said:                                    Just be berber theory            Click to expand...      It doesn't get me anywhere. To be fair, I'm a manlet, maybe I would've been really popular among women if I had just been born tall.",Counter({'honour': 1}),1,"Counter({'Function': 17, 'Verb': 11, 'Auxverb': 7, 'CogProc': 7, 'FocusPresent': 5, 'Tentat': 5, 'FocusPast': 5, 'Relativ': 5, 'Social': 4, 'Space': 4, 'Adverb': 4, 'Affect': 3, 'Posemo': 3, 'Discrep': 3, 'Adj': 3, 'Pronoun': 2, 'Ppron': 2, 'Drives': 2, 'Prep': 2, 'Differ': 2, 'We': 1, 'Affiliation': 1, 'FocusFuture': 1, 'Percept': 1, 'Hear': 1, 'Reward': 1, 'I': 1, 'Article': 1, 'Female': 1, 'Conj': 1, 'Time': 1})",107
PectusManletScarCel,"Lifefuel for me, a MediterraneanCel",Counter(),0,"Counter({'Function': 3, 'Prep': 1, 'Pronoun': 1, 'Ppron': 1, 'I': 1, 'Article': 1})",8
HighTGymcel,angrycurrycel said:                                    this isnt lifefuel at all            Click to expand...,Counter(),0,"Counter({'Function': 4, 'Verb': 2, 'CogProc': 2, 'Prep': 2, 'Relativ': 2, 'Space': 2, 'Social': 1, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Pronoun': 1, 'Ipron': 1, 'Auxverb': 1, 'Negate': 1, 'Differ': 1, 'FocusPresent': 1, 'Quant': 1, 'Certain': 1})",26
SupremeG,In Europe it's very true. Most men are white and have either blonde or brown hair. It's obvious that wymmen would start chasing tanned Chads with dark hair and reject blonde men. Idk about other continents.,"Counter({'planning': 1, 'suicide': 1, 'loneliness': 1})",3,"Counter({'Function': 12, 'Adj': 6, 'CogProc': 6, 'Percept': 5, 'See': 5, 'Verb': 4, 'Pronoun': 3, 'Ipron': 3, 'Auxverb': 3, 'FocusPresent': 3, 'Conj': 3, 'Differ': 3, 'Adverb': 2, 'Affect': 2, 'Certain': 2, 'Social': 2, 'Male': 2, 'Prep': 2, 'Posemo': 1, 'Compare': 1, 'Quant': 1, 'Tentat': 1, 'Discrep': 1, 'Relativ': 1, 'Time': 1, 'Negemo': 1, 'Sad': 1, 'Drives': 1, 'Power': 1})",79
angrycurrycel,SaintElliotreeeee said:                                    Women literally think choosing a man is like the Create-A-Wrestler option in wwe video games where you can make each individual feature exactly how you want.            Click to expand...      best analogy ive heard legit,"Counter({'planning': 2, 'relationship': 1, 'surveillance': 1, 'deadline': 1})",5,"Counter({'Function': 12, 'Verb': 7, 'Social': 7, 'CogProc': 7, 'FocusPresent': 6, 'Percept': 3, 'Auxverb': 3, 'Prep': 3, 'Relativ': 3, 'Space': 3, 'Pronoun': 3, 'Ppron': 3, 'Hear': 2, 'FocusPast': 2, 'Insight': 2, 'Article': 2, 'Compare': 2, 'Leisure': 2, 'Drives': 2, 'Adverb': 2, 'Interrog': 2, 'You': 2, 'Cause': 2, 'Adj': 2, 'Affect': 2, 'Posemo': 2, 'Male': 1, 'Tentat': 1, 'See': 1, 'Affiliation': 1, 'Quant': 1, 'Certain': 1, 'Conj': 1, 'Discrep': 1, 'Achieve': 1, 'Power': 1, 'Reward': 1, 'I': 1})",100
mylifeistrash,White chad but with a slight tan and some stubble,Counter(),0,"Counter({'Function': 4, 'Conj': 2, 'CogProc': 2, 'Differ': 1, 'Prep': 1, 'Article': 1, 'Adj': 1, 'Quant': 1, 'Tentat': 1})",14
Insomniac,tfw blonde and blue eyed..    Hitler lied to me,Counter({'loneliness': 1}),1,"Counter({'Percept': 3, 'See': 3, 'Function': 3, 'Adj': 2, 'Verb': 2, 'Conj': 1, 'Bio': 1, 'Body': 1, 'Affect': 1, 'Negemo': 1, 'Anger': 1, 'FocusPast': 1, 'Prep': 1, 'Pronoun': 1, 'Ppron': 1, 'I': 1})",24
ryhan,VincentVanCope said:                                    ...white men with darker features!    Tanned brown haired white chads GTFIH. JFL.                                                                                     Click to expand...        Need a link to study that is very bold claim,Counter({'relationship': 1}),1,"Counter({'Function': 7, 'Percept': 5, 'Adj': 4, 'See': 4, 'Prep': 3, 'Verb': 2, 'Social': 2, 'Relativ': 2, 'Space': 2, 'Hear': 1, 'FocusPast': 1, 'Male': 1, 'Compare': 1, 'Article': 1, 'CogProc': 1, 'Insight': 1, 'Work': 1, 'Pronoun': 1, 'Ipron': 1, 'Auxverb': 1, 'FocusPresent': 1, 'Adverb': 1, 'Affect': 1, 'Posemo': 1, 'Drives': 1, 'Reward': 1})",48
The Abyss,4th Reich Aryans on suicide watch.,Counter({'surveillance': 1}),1,"Counter({'Function': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1, 'Death': 1, 'Percept': 1, 'See': 1, 'FocusPresent': 1})",8
BigGhey,"Doug said:                                    Tanned White man, criollos or white looking castizos            Click to expand...      Ftfy    Latino is a broad spectrum    Since you were referring to medtzos in mind, I fixed it to be more accurate as some medtizos,may have more nonwhite than white ancestry  Also brown hair anglos and nords gtfih",Counter({'paranoia': 1}),1,"Counter({'Function': 16, 'Adj': 8, 'Verb': 7, 'CogProc': 6, 'Prep': 6, 'Percept': 5, 'Auxverb': 5, 'See': 4, 'Compare': 4, 'Social': 3, 'Conj': 3, 'Tentat': 3, 'Relativ': 3, 'Space': 3, 'FocusPresent': 3, 'Quant': 3, 'FocusPast': 2, 'Differ': 2, 'Pronoun': 2, 'Hear': 1, 'Male': 1, 'Article': 1, 'Ppron': 1, 'You': 1, 'Insight': 1, 'Ipron': 1, 'Certain': 1, 'FocusFuture': 1})",97
MarriedAndLookin4Fun,I'm too pale for this shit and i can't tan,Counter(),0,"Counter({'Function': 6, 'Pronoun': 2, 'Adverb': 1, 'Prep': 1, 'Ipron': 1, 'Affect': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Body': 1, 'Informal': 1, 'Swear': 1, 'Conj': 1, 'Ppron': 1, 'I': 1, 'Auxverb': 1, 'FocusPresent': 1})",23
Mainländer,"Testosterone makes you darker. Among members of the same race, men are darker than women.",Counter(),0,"Counter({'Function': 5, 'Social': 4, 'Adj': 4, 'Compare': 4, 'Verb': 2, 'CogProc': 2, 'FocusPresent': 2, 'Percept': 2, 'See': 2, 'Prep': 2, 'Cause': 1, 'Pronoun': 1, 'Ppron': 1, 'You': 1, 'Drives': 1, 'Affiliation': 1, 'Article': 1, 'Male': 1, 'Auxverb': 1, 'Differ': 1, 'Female': 1})",40
Insomniac,"Mainländer said:                                    Testosterone makes you darker. Among members of the same race, men are darker than women.            Click to expand...      I must be low T then. I’m pale and blonde.","Counter({'deadline': 1, 'loneliness': 1})",2,"Counter({'Function': 10, 'Verb': 5, 'Social': 5, 'Adj': 5, 'Percept': 4, 'Compare': 4, 'CogProc': 3, 'FocusPresent': 3, 'See': 3, 'Prep': 3, 'Auxverb': 3, 'Relativ': 3, 'Drives': 2, 'Space': 2, 'Conj': 2, 'Hear': 1, 'FocusPast': 1, 'Cause': 1, 'Pronoun': 1, 'Ppron': 1, 'You': 1, 'Affiliation': 1, 'Article': 1, 'Male': 1, 'Differ': 1, 'Female': 1, 'Discrep': 1, 'Certain': 1, 'Affect': 1, 'Negemo': 1, 'Sad': 1, 'Power': 1, 'FocusFuture': 1, 'Time': 1})",76
Mainländer,"Insomniac said:                                    I must be low T then. I’m pale and blonde.             Click to expand...      Could be, but not necessarily. Some men are really pale, but racematched foids tend to be even paler.","Counter({'deadline': 1, 'loneliness': 1, 'help': 1})",3,"Counter({'Function': 14, 'Verb': 7, 'CogProc': 6, 'Auxverb': 5, 'FocusPresent': 5, 'Conj': 4, 'Differ': 4, 'Relativ': 3, 'Social': 2, 'Percept': 2, 'Certain': 2, 'Space': 2, 'Prep': 2, 'Adverb': 2, 'Hear': 1, 'FocusPast': 1, 'Discrep': 1, 'Affect': 1, 'Negemo': 1, 'Sad': 1, 'Drives': 1, 'Power': 1, 'FocusFuture': 1, 'Time': 1, 'Adj': 1, 'See': 1, 'Negate': 1, 'Male': 1})",74
TheRealChincel,Another blow to curries.,Counter(),0,"Counter({'Function': 1, 'Prep': 1})",2
wasted12years,I can barely even get a tan. I mostly turn red. I'm turned off by white fake-tanned foids. It just looks so unnatural to me.,"Counter({'threat': 1, 'impostor': 1})",2,"Counter({'Function': 11, 'Adverb': 5, 'FocusPresent': 4, 'Verb': 4, 'Relativ': 3, 'Adj': 3, 'Percept': 3, 'See': 3, 'Prep': 3, 'CogProc': 2, 'Tentat': 2, 'Motion': 2, 'Auxverb': 1, 'Drives': 1, 'Reward': 1, 'Article': 1, 'FocusPast': 1, 'Space': 1, 'Affect': 1, 'Negemo': 1, 'Conj': 1, 'Pronoun': 1, 'Ppron': 1, 'I': 1})",57
angrycurrycel,tall+dark+handsome= med phenotype,Counter({'suicide': 1}),1,"Counter({'Adj': 2, 'Relativ': 1, 'Space': 1, 'Percept': 1, 'See': 1, 'Affect': 1, 'Posemo': 1})",8
BlkPillPres,As soon as I saw the title I was coming in here just to state they mean tanned white men JFL,Counter({'surveillance': 1}),1,"Counter({'Function': 9, 'Verb': 4, 'Adverb': 3, 'Relativ': 3, 'Prep': 3, 'Adj': 3, 'FocusFuture': 2, 'Percept': 2, 'See': 2, 'FocusPast': 2, 'Social': 2, 'Time': 1, 'Conj': 1, 'Compare': 1, 'Article': 1, 'Auxverb': 1, 'Motion': 1, 'Space': 1, 'Pronoun': 1, 'Ppron': 1, 'They': 1, 'CogProc': 1, 'Insight': 1, 'FocusPresent': 1, 'Male': 1})",49
shoji,jbw theory is legit,Counter(),0,"Counter({'CogProc': 1, 'Tentat': 1, 'Function': 1, 'Auxverb': 1, 'Verb': 1, 'FocusPresent': 1, 'Adj': 1, 'Affect': 1, 'Posemo': 1})",9
Schizoidcel,Music cope,Counter(),0,Counter(),0
Schizoidcel,[video=youtube]https://www.youtube.com/watch?v=JmtYh7SNSRQ[/video],Counter({'surveillance': 3}),3,"Counter({'Leisure': 4, 'Percept': 3, 'See': 3, 'FocusPresent': 1})",11
42cel_Alt#01,[video=youtube]https://www.youtube.com/watch?v=sqLdyZBjZeo[/video],Counter({'surveillance': 3}),3,"Counter({'Leisure': 4, 'Percept': 3, 'See': 3, 'FocusPresent': 1})",11
Schizoidcel,L Lawliet said:                                    [video=youtube]https://www.youtube.com/watch?v=Tjlprn7v_ZQ[/video]            Click to expand...      [video=youtube]https://www.youtube.com/watch?v=OpfJnSLibgE[/video],Counter({'surveillance': 6}),6,"Counter({'Leisure': 8, 'Percept': 7, 'See': 6, 'FocusPresent': 2, 'Verb': 1, 'Social': 1, 'Hear': 1, 'FocusPast': 1, 'Function': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1})",31
L Lawliet,Schizoidcel said:                                    [video=youtube]https://www.youtube.com/watch?v=OpfJnSLibgE[/video]            Click to expand...      [video=youtube]https://www.youtube.com/watch?v=-aTLXLhhavQ[/video],Counter({'surveillance': 6}),6,"Counter({'Leisure': 8, 'Percept': 7, 'See': 6, 'FocusPresent': 2, 'Verb': 1, 'Social': 1, 'Hear': 1, 'FocusPast': 1, 'Function': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1})",31
Akarin,[video=youtube]https://youtu.be/PWTLbvZRdJw[/video],Counter({'surveillance': 2}),2,"Counter({'Leisure': 3, 'Percept': 2, 'See': 2, 'Function': 1, 'Auxverb': 1, 'Verb': 1, 'FocusPresent': 1})",11
Schizoidcel,[video=youtube]https://www.youtube.com/watch?v=unRldLdllZ8[/video],Counter({'surveillance': 3}),3,"Counter({'Leisure': 4, 'Percept': 3, 'See': 3, 'FocusPresent': 1})",11
L Lawliet,[video=youtube]https://www.youtube.com/watch?v=1CQNy3JSSD0[/video],Counter({'surveillance': 3}),3,"Counter({'Leisure': 4, 'Percept': 3, 'See': 3, 'FocusPresent': 1})",11
Schizoidcel,[video=youtube]https://www.youtube.com/watch?v=RVMvART9kb8[/video],Counter({'surveillance': 3}),3,"Counter({'Leisure': 4, 'Percept': 3, 'See': 3, 'FocusPresent': 1})",11
nausea,amazing thread thx    https://www.youtube.com/watch?v=YEt41bYQBgE,Counter({'surveillance': 1}),1,"Counter({'Affect': 2, 'Posemo': 2, 'Adj': 1, 'Informal': 1, 'Netspeak': 1, 'Leisure': 1, 'Percept': 1, 'See': 1, 'FocusPresent': 1})",11
L Lawliet,nausea said:                                    amazing thread thx    https://www.youtube.com/watch?v=YEt41bYQBgE            Click to expand...      [video=youtube]https://youtu.be/MQGofTDWpSQ[/video],Counter({'surveillance': 3}),3,"Counter({'Percept': 4, 'Leisure': 4, 'See': 3, 'Verb': 2, 'Affect': 2, 'Posemo': 2, 'FocusPresent': 2, 'Function': 2, 'Bio': 1, 'Health': 1, 'Social': 1, 'Hear': 1, 'FocusPast': 1, 'Adj': 1, 'Informal': 1, 'Netspeak': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1, 'Auxverb': 1})",33
Kointo,Schizoidcel said:                                    [video=youtube]https://www.youtube.com/watch?v=unRldLdllZ8[/video]            Click to expand...      Masterpiece,Counter({'surveillance': 3}),3,"Counter({'Percept': 4, 'Leisure': 4, 'See': 3, 'Verb': 1, 'Social': 1, 'Hear': 1, 'FocusPast': 1, 'FocusPresent': 1, 'Function': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1})",20
Schizoidcel,[video=youtube]https://www.youtube.com/watch?v=XheJnmLAwhk[/video],Counter({'surveillance': 3}),3,"Counter({'Leisure': 4, 'Percept': 3, 'See': 3, 'FocusPresent': 1})",11
Kointo,[video=youtube]https://www.youtube.com/watch?v=GpxFUo7oxWM[/video],Counter({'surveillance': 3}),3,"Counter({'Leisure': 4, 'Percept': 3, 'See': 3, 'FocusPresent': 1})",11
Schizoidcel,Kointo said:                                    Masterpiece            Click to expand...      I like the song in your sig    [video=youtube]https://www.youtube.com/watch?v=MaN3pwBsRf8[/video],"Counter({'surveillance': 3, 'relationship': 1})",4,"Counter({'Percept': 5, 'Function': 5, 'Leisure': 5, 'Prep': 3, 'See': 3, 'Social': 2, 'Hear': 2, 'Relativ': 2, 'Space': 2, 'Verb': 1, 'FocusPast': 1, 'Compare': 1, 'Article': 1, 'Pronoun': 1, 'Ppron': 1, 'You': 1, 'FocusPresent': 1})",37
Virginp0wers,"L Lawliet said:                                    [video=youtube]https://www.youtube.com/watch?v=1CQNy3JSSD0[/video]            Click to expand...      da faq is dat shit, undyne is clearly better.    [video=youtube]https://www.youtube.com/watch?v=908ZsihH0_I[/video]",Counter({'surveillance': 6}),6,"Counter({'Leisure': 8, 'Percept': 7, 'See': 6, 'FocusPresent': 4, 'Function': 4, 'Verb': 3, 'Informal': 3, 'Netspeak': 2, 'Auxverb': 2, 'Affect': 2, 'Social': 1, 'Hear': 1, 'FocusPast': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Body': 1, 'Swear': 1, 'Adverb': 1, 'CogProc': 1, 'Certain': 1, 'Adj': 1, 'Compare': 1, 'Posemo': 1, 'Drives': 1, 'Achieve': 1, 'Reward': 1})",61
L Lawliet,"Virginp0wers said:                                    da faq is dat shit, undyne is clearly better.    [video=youtube]https://www.youtube.com/watch?v=908ZsihH0_I[/video]            Click to expand...      [video=youtube]https://www.youtube.com/watch?v=qasvvYP_i1o[/video]",Counter({'surveillance': 6}),6,"Counter({'Leisure': 8, 'Percept': 7, 'See': 6, 'Function': 4, 'FocusPresent': 4, 'Verb': 3, 'Informal': 3, 'Netspeak': 2, 'Auxverb': 2, 'Affect': 2, 'Social': 1, 'Hear': 1, 'FocusPast': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Body': 1, 'Swear': 1, 'Adverb': 1, 'CogProc': 1, 'Certain': 1, 'Adj': 1, 'Compare': 1, 'Posemo': 1, 'Drives': 1, 'Achieve': 1, 'Reward': 1, 'Prep': 1, 'Relativ': 1, 'Space': 1})",61
Kointo,[video=youtube]https://www.youtube.com/watch?v=Z6NaZrPQGfY[/video],Counter({'surveillance': 3}),3,"Counter({'Leisure': 4, 'Percept': 3, 'See': 3, 'FocusPresent': 1})",11
L Lawliet,[video=youtube]https://www.youtube.com/watch?v=_rry-Rn2xsw[/video]    Born to be WinnER    Look at this video's comments.S U R P R I S E,Counter({'surveillance': 4}),4,"Counter({'Leisure': 5, 'Percept': 4, 'See': 4, 'Function': 4, 'FocusPresent': 2, 'Prep': 2, 'Auxverb': 1, 'Verb': 1, 'Relativ': 1, 'Space': 1, 'Pronoun': 1, 'Ipron': 1, 'Social': 1})",28
